ActionId,Domain,ScreenName,Route,FilePath,ActionLabel,ActionType,CurrentState,ExpectedState,BackendAvailable,CurrentUiPattern,RequiredFix,FinalStateAfterThisWave,CompletionGate,ReviewerCheck,Notes
ACT-0169,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Upload customer document,upload,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0170,Unknown,CustomerListDetailPage,,/src/web/src/pages/PartnerPages.tsx,Upload supplier document,upload,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0171,Planning,CapacityPlanningBoardPage,/planning/capacity,/src/web/src/pages/PlanningContinuationPages.tsx,Review overloads,review,working,WORKING,No,ErpActionBar + ErpModalWorkspace,Wired overload review to open the current or next overloaded capacity bucket in the governed review workspace.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Review overloads now opens the active overloaded bucket review without exposing a dead action.
ACT-0172,Planning,CapacityPlanningBoardPage,/planning/capacity,/src/web/src/pages/PlanningContinuationPages.tsx,Save capacity review,save,disabled,DISABLED WITH REASON,No,ErpActionBar,Kept disabled with a business-safe reason because no capacity save backend workflow exists.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Capacity review save remains intentionally disabled until the planning workflow is implemented.
ACT-0173,Planning,CapacityPlanningBoardPage,/planning/capacity,/src/web/src/pages/PlanningContinuationPages.tsx,Rebuild capacity draft,rebuild,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified explicit disabled state for the missing capacity rebuild workflow.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Capacity rebuild remains intentionally disabled until the planning workflow is implemented.
ACT-0174,Unknown,MrpRunConsolePage,,/src/web/src/pages/PlanningPages.tsx,Create shortage actions,create,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0175,Unknown,MrpRunConsolePage,,/src/web/src/pages/PlanningPages.tsx,Export exceptions,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0176,Planning,MrpRunConsolePage,/planning/mrp,/src/web/src/pages/PlanningPages.tsx,Run MRP draft,run,working,WORKING,Yes,ErpActionBar,Wired the governed MRP draft modal to the live MRP start endpoint.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Run MRP draft now opens a parameter workspace and starts an MRP run through the live planning API.
ACT-0177,Planning,MrpRunConsolePage,/planning/mrp,/src/web/src/pages/PlanningPages.tsx,Save run parameters,save,disabled,DISABLED WITH REASON,No,ErpActionBar,Kept disabled with a business-safe reason because there is no save-only run-parameter endpoint.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,MRP parameters are saved only when starting a new run.
ACT-0178,Planning,MrpRunConsolePage,/planning/mrp,/src/web/src/pages/PlanningPages.tsx,Version snapshot,export,working,WORKING,Yes,ErpActionBar,Wired run snapshot export to the queued export-job workflow for live MRP runs.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Version snapshot now queues a governed export job for the selected live MRP run.
ACT-0179,Planning,BoqRequirementsPage,/planning/boq-requirements,/src/web/src/pages/PlanningPages.tsx,Approve selected line,approve,working,WORKING,Yes,ErpActionBar,Confirmed live BOQ line approval wiring and retained disabled reasons for non-live or converted rows.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Approve selected line now persists through the live BOQ approval endpoint.
ACT-0180,Planning,BoqRequirementsPage,/planning/boq-requirements,/src/web/src/pages/PlanningPages.tsx,Convert selected line,convert,working,WORKING,Yes,ErpActionBar,Confirmed live BOQ line conversion wiring and retained disabled reasons until a reviewed live line is selected.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Convert selected line now persists through the live BOQ conversion endpoint.
ACT-0181,Planning,BoqRequirementsPage,/planning/boq-requirements,/src/web/src/pages/PlanningPages.tsx,Convert reviewed lines,convert,working,WORKING,Yes,ErpActionBar,Wired bulk BOQ conversion to the live convert-reviewed endpoint and kept selection-state disabled reasons in place.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Convert reviewed lines now persists batch conversion for the selected live BOQ header.
ACT-0182,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Approve outside plan,approve,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0183,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Approve PO,approve,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0184,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Approve requisition,approve,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0185,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Approve selected,approve,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0186,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Export PO follow-up,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0187,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Export PR queue,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0188,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Print send-out note,print,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0189,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Save outside plan,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0190,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Save purchase order,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0191,Unknown,PurchaseRequisitionPage,,/src/web/src/pages/ProcurementPages.tsx,Save requisition,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified during action truth scan.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0192,Production,MachineStatusPage,/production/machine-status,/src/web/src/pages/ProductionOutputPages.tsx,Export OEE-lite,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and no dead machine status export action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,OEE-lite export remains disabled until approved reporting is enabled.
ACT-0193,Production,ReworkOrderPage,/production/rework-orders,/src/web/src/pages/ProductionOutputPages.tsx,Export rework,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and rework source lookup control.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Rework export remains disabled until approved reporting is enabled.
ACT-0194,Production,ScrapByProductPage,/production/scrap-by-products,/src/web/src/pages/ProductionOutputPages.tsx,Export scrap,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and production-safe valuation copy.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Scrap export remains disabled until approved reporting is enabled.
ACT-0195,Production,ReworkOrderPage,/production/rework-orders,/src/web/src/pages/ProductionOutputPages.tsx,New rework order,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and no dead rework creation action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Rework creation remains disabled until quality and production workflow enablement.
ACT-0196,Production,ProductionReceiptPage,/production/receipts,/src/web/src/pages/ProductionOutputPages.tsx,Post receipt,post,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside production receipt modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Receipt posting remains disabled until controlled production posting workflow enablement.
ACT-0197,Production,ScrapByProductPage,/production/scrap-by-products,/src/web/src/pages/ProductionOutputPages.tsx,Post scrap,post,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside scrap modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Scrap posting remains disabled until controlled production posting workflow enablement.
ACT-0198,Production,ProductionReceiptPage,/production/receipts,/src/web/src/pages/ProductionOutputPages.tsx,Prepare receipt draft,prepare,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified lane-prod-exec disabled reason and no dead receipt draft action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Receipt drafting remains disabled until posting workflow enablement.
ACT-0199,Production,ScrapByProductPage,/production/scrap-by-products,/src/web/src/pages/ProductionOutputPages.tsx,Prepare scrap draft,prepare,disabled,DISABLED WITH REASON,No,ErpActionBar,Verified lane-prod-exec disabled reason and no dead scrap draft action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Scrap draft creation remains disabled until production posting workflow enablement.
ACT-0200,Production,ProductionReceiptPage,/production/receipts,/src/web/src/pages/ProductionOutputPages.tsx,Print receipt,print,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and no dead receipt print action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Receipt printing remains disabled until document workflow enablement.
ACT-0201,Production,ReworkOrderPage,/production/rework-orders,/src/web/src/pages/ProductionOutputPages.tsx,Release rework,release,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside rework modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Rework release remains disabled until controlled rework workflow enablement.
ACT-0202,Production,ProductionReceiptPage,/production/receipts,/src/web/src/pages/ProductionOutputPages.tsx,Save receipt draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside production receipt modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Receipt draft save remains disabled until posting workflow enablement.
ACT-0203,Production,ReworkOrderPage,/production/rework-orders,/src/web/src/pages/ProductionOutputPages.tsx,Save rework order,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason and rework source lookup control.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Rework save remains disabled until quality and production workflow enablement.
ACT-0204,Production,ScrapByProductPage,/production/scrap-by-products,/src/web/src/pages/ProductionOutputPages.tsx,Save scrap draft,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside scrap modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Scrap draft save remains disabled until production posting workflow enablement.
ACT-0205,Quality,InspectionPage,/quality/incoming-inspections | /quality/in-process-inspections | /quality/final-inspections,/src/web/src/pages/QualityPages.tsx,Export inspections,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason across inspection routes and converted source document to disabled lookup.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Inspection export remains disabled until approved reporting is enabled.
ACT-0206,Quality,NcrDeviationPage,/quality/ncr,/src/web/src/pages/QualityPages.tsx,Export NCR,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and rework-link lookup control.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,NCR export remains disabled until approved reporting is enabled.
ACT-0207,Quality,QcPlanSetupPage,/quality/plans,/src/web/src/pages/QualityPages.tsx,Export plans,export,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and production-safe QC plan copy.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,QC plan export remains disabled until approved reporting is enabled.
ACT-0208,Quality,InspectionPage,/quality/incoming-inspections | /quality/in-process-inspections | /quality/final-inspections,/src/web/src/pages/QualityPages.tsx,New inspection,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason across inspection routes.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Inspection creation remains disabled until quality execution workflow enablement.
ACT-0209,Quality,NcrDeviationPage,/quality/ncr,/src/web/src/pages/QualityPages.tsx,New NCR,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and no dead NCR creation action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,NCR creation remains disabled until quality workflow enablement.
ACT-0210,Quality,QcPlanSetupPage,/quality/plans,/src/web/src/pages/QualityPages.tsx,New QC plan,new,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Verified lane-prod-exec disabled reason and no dead QC plan creation action.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,QC plan creation remains disabled until quality master workflow enablement.
ACT-0211,Quality,NcrDeviationPage,/quality/ncr,/src/web/src/pages/QualityPages.tsx,Release disposition,release,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside the NCR modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Disposition release remains disabled until quality approval workflow enablement.
ACT-0212,Quality,InspectionPage,/quality/incoming-inspections | /quality/in-process-inspections | /quality/final-inspections,/src/web/src/pages/QualityPages.tsx,Release hold,release,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason inside inspection modal workspaces.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Hold release remains disabled until quality approval workflow enablement.
ACT-0213,Quality,InspectionPage,/quality/incoming-inspections | /quality/in-process-inspections | /quality/final-inspections,/src/web/src/pages/QualityPages.tsx,Save inspection,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason and source lookup inside inspection modal workspaces.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Inspection save remains disabled until quality execution workflow enablement.
ACT-0214,Quality,NcrDeviationPage,/quality/ncr,/src/web/src/pages/QualityPages.tsx,Save NCR,save,disabled,DISABLED WITH REASON,Partial,ErpActionBar + ErpModalWorkspace,Verified lane-prod-exec disabled reason and rework-link lookup inside the NCR modal workspace.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,NCR save remains disabled until quality workflow enablement.
ACT-0215,Unknown,ExecutionCaptureScreen,mobile://execution-capture,/src/mobile/src/screens/ExecutionCaptureScreen.tsx,Start,start,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile start remains disabled until the mobile execution command handler is enabled.
ACT-0216,Unknown,ExecutionCaptureScreen,mobile://execution-capture,/src/mobile/src/screens/ExecutionCaptureScreen.tsx,Pause,pause,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile pause remains disabled until the mobile execution command handler is enabled.
ACT-0217,Unknown,ExecutionCaptureScreen,mobile://execution-capture,/src/mobile/src/screens/ExecutionCaptureScreen.tsx,Resume,resume,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile resume remains disabled until the mobile execution command handler is enabled.
ACT-0218,Unknown,ExecutionCaptureScreen,mobile://execution-capture,/src/mobile/src/screens/ExecutionCaptureScreen.tsx,Complete,complete,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile complete remains disabled until the mobile execution command handler is enabled.
ACT-0219,Unknown,ExecutionCaptureScreen,mobile://execution-capture,/src/mobile/src/screens/ExecutionCaptureScreen.tsx,Queue quantity posting,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile quantity posting remains disabled until the offline queue command handler is enabled.
ACT-0220,Unknown,JobCardsScreen,mobile://job-cards,/src/mobile/src/screens/JobCardsScreen.tsx,Open action sheet,open,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile action sheet opening remains disabled until the execution action sheet handler is enabled.
ACT-0221,Unknown,MachineDowntimeScreen,mobile://machine-downtime,/src/mobile/src/screens/MachineDowntimeScreen.tsx,Queue downtime log,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile downtime logging remains disabled until the offline downtime queue handler is enabled.
ACT-0222,Unknown,MachineDowntimeScreen,mobile://machine-downtime,/src/mobile/src/screens/MachineDowntimeScreen.tsx,Run,status,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile run status update remains disabled until the machine status command handler is enabled.
ACT-0223,Unknown,MachineDowntimeScreen,mobile://machine-downtime,/src/mobile/src/screens/MachineDowntimeScreen.tsx,Idle,status,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile idle status update remains disabled until the machine status command handler is enabled.
ACT-0224,Unknown,MachineDowntimeScreen,mobile://machine-downtime,/src/mobile/src/screens/MachineDowntimeScreen.tsx,Down,status,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile down status update remains disabled until the machine status command handler is enabled.
ACT-0225,Unknown,ProductionReceiptReworkScreen,mobile://production-receipt-rework,/src/mobile/src/screens/ProductionReceiptReworkScreen.tsx,Queue output receipt,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile output receipt remains disabled until the offline receipt queue handler is enabled.
ACT-0226,Unknown,ProductionReceiptReworkScreen,mobile://production-receipt-rework,/src/mobile/src/screens/ProductionReceiptReworkScreen.tsx,Queue rework instruction,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile rework instruction remains disabled until the offline rework queue handler is enabled.
ACT-0227,Unknown,QualityCaptureScreen,mobile://quality-capture,/src/mobile/src/screens/QualityCaptureScreen.tsx,Pass,quality,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason and removed destructive-reset wording.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile pass result remains disabled until the quality result command handler is enabled.
ACT-0228,Unknown,QualityCaptureScreen,mobile://quality-capture,/src/mobile/src/screens/QualityCaptureScreen.tsx,Fail,quality,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason and removed destructive-reset wording.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile fail result remains disabled until the quality result command handler is enabled.
ACT-0229,Unknown,QualityCaptureScreen,mobile://quality-capture,/src/mobile/src/screens/QualityCaptureScreen.tsx,Queue NCR / rework capture,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason and removed destructive-reset wording.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile NCR/rework capture remains disabled until the offline quality queue handler is enabled.
ACT-0230,Unknown,MaterialScanScreen,mobile://material-scan,/src/mobile/src/screens/MaterialScanScreen.tsx,Queue issue,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile material issue remains disabled until the offline material queue handler is enabled.
ACT-0231,Unknown,MaterialScanScreen,mobile://material-scan,/src/mobile/src/screens/MaterialScanScreen.tsx,Queue return,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile material return remains disabled until the offline material queue handler is enabled.
ACT-0232,Unknown,InventoryMovementScreen,mobile://inventory-movement,/src/mobile/src/screens/InventoryMovementScreen.tsx,Queue transfer,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile transfer remains disabled until the offline movement queue handler is enabled.
ACT-0233,Unknown,InventoryMovementScreen,mobile://inventory-movement,/src/mobile/src/screens/InventoryMovementScreen.tsx,Queue putaway,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile putaway remains disabled until the offline movement queue handler is enabled.
ACT-0234,Unknown,InventoryMovementScreen,mobile://inventory-movement,/src/mobile/src/screens/InventoryMovementScreen.tsx,Queue count,queue,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile cycle count remains disabled until the offline count queue handler is enabled.
ACT-0235,Unknown,DispatchProofScreen,mobile://dispatch-proof,/src/mobile/src/screens/DispatchProofScreen.tsx,Scan package,scan,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile package scan remains disabled until the dispatch proof command handler is enabled.
ACT-0236,Unknown,DispatchProofScreen,mobile://dispatch-proof,/src/mobile/src/screens/DispatchProofScreen.tsx,Capture proof,capture,disabled,DISABLED WITH REASON,No,MobileButton,Shared MobileButton now disables missing handlers with a visible reason.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Mobile proof capture remains disabled until the dispatch proof command handler is enabled.
ACT-0237,Unknown,WaveActionTruth01.test,,/src/web/src/pages/WaveActionTruth01.test.tsx,Export queue,export,working,WORKING,Yes,ErpActionBar,Verified during action truth scan.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0238,Unknown,WaveActionTruth01.test,,/src/web/src/pages/WaveActionTruth01.test.tsx,Run planning review,run,working,WORKING,Yes,ErpActionBar,Verified during action truth scan.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Global static scan plus shared component enforcement.
ACT-0239,Platform,ApprovalWorkbenchPage,/platform/approvals,/src/web/src/pages/PlatformPages.tsx,Approve,approve,working,WORKING,Yes,ErpActionBar + ErpModalWorkspace,Gated approval decisions to pending or escalated workflow state and retained live API submission.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Terminal approval rows show a disabled reason.
ACT-0240,Platform,ApprovalWorkbenchPage,/platform/approvals,/src/web/src/pages/PlatformPages.tsx,Request changes,request-changes,working,WORKING,Yes,ErpActionBar + ErpModalWorkspace,Gated request-changes decisions to pending or escalated workflow state and retained live API submission.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Terminal approval rows show a disabled reason.
ACT-0241,Platform,ApprovalWorkbenchPage,/platform/approvals,/src/web/src/pages/PlatformPages.tsx,Reject,reject,working,WORKING,Yes,ErpActionBar + ErpModalWorkspace,Gated rejection decisions to pending or escalated workflow state and retained live API submission.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Terminal approval rows show a disabled reason.
ACT-0242,Platform,AttachmentViewerPage,/platform/attachments,/src/web/src/pages/CommercialPlanningPages.tsx,Upload document,upload,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Kept upload disabled because approved document storage workflow is not enabled for this viewer.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Live list is API-backed; upload remains gated.
ACT-0243,Platform,AttachmentViewerPage,/platform/attachments,/src/web/src/pages/CommercialPlanningPages.tsx,Open download audit,open,disabled,DISABLED WITH REASON,Partial,ErpActionBar,Kept download audit disabled because document-control audit enablement is incomplete.,DISABLED WITH REASON,PASS,Verify visible state matches behavior and business-safe wording,Live list is API-backed; download audit remains gated.
ACT-0244,Platform,AuditTrailPage,/platform/audit-trail; /platform/audit,/src/web/src/pages/AdminPages.tsx,Export audit,export,working,WORKING,Yes,ErpActionBar,Wired audit CSV export for the scoped audit viewer and exposed the route alias.,WORKING,PASS,Verify visible state matches behavior and business-safe wording,Client export uses visible audit rows.
